id_empresa;nome_empresa;cidade_empresa;categoria_empresa;nome_google_place;latitude;longitude;endereco;categoria_pt
triunfei;triunfei;São Paulo, Sao Paulo, Brazil;Banking, Financial Services, Internet;;;;;Bancário, Serviços Financeiros, Internet
trivium-951a;Trivium;São Paulo, Sao Paulo, Brazil;Cloud Computing, CRM, EdTech, Education, Information Services, Information Technology, Small and Medium Businesses;Trivium | Microsoft Partner;-23.5917041;-46.68019959999999;Av. Brg. Faria Lima, 4055 - 2º Andar - Vila Olímpia, São Paulo - SP, 04538-030, Brasil;Computação em nuvem, CRM, EdTech, Educação, Serviços de informação, Tecnologia da informação, Pequenas e médias empresas
trocados;Trocados;Manaus, Amazonas, Brazil;Apps, E-Commerce, Finance, Financial Services;Trocados;-3.1162352;-59.98331650000001;Trocados, Av. Rodrigo Otávio, 4455 - Japiim, Manaus - AM, 69077-200, Brasil;Aplicativos, Comércio Eletrônico, Finanças, Serviços Financeiros
trocafone;TROCAFONE;São Paulo, Sao Paulo, Brazil;E-Commerce, Electronics, Mobile, Shopping;Trocafone;-23.5808234;-46.6855402;R. Frei Galvão, 91 - Jardim Paulistano, São Paulo - SP, 01454-060, Brasil;Comércio Eletrônico, Eletrônicos, Celular, Compras
trocalar;Trocalar;Florianópolis, Santa Catarina, Brazil;Real Estate;;;;;Imobiliária
tróchia;Tróchia;São Paulo, Sao Paulo, Brazil;Asset Management, Credit, Debit Cards, Financial Services;Tróchia;-23.5843951;-46.6750788;R. Joaquim Floriano, n. 466 Conjuntos 2001 e 2002 Edifício Century Office - Itaim Bibi, São Paulo - SP, Brasil;Gerenciamento de ativos, crédito, cartões de débito, serviços financeiros
troco-simples;Troco Simples;Florianópolis, Santa Catarina, Brazil;Information Technology;Troco Simples;-25.442569;-49.26517;Av. Pres. Getúlio Vargas, 557 - sala 6 - Rebouças, Curitiba - PR, 80230-030, Brasil;Tecnologia da informação
trucadão;Trucadão;Campo, Mato Grosso do Sul, Brazil;Automotive, Construction, Marketplace;Auto Mecanica Trucadão Eireli Me;-26.212387;-48.915185;R. Eugênio Ernesto Kunde, 477 - Centro (Pirabeiraba), Joinville - SC, 89239-000, Brasil;Automotivo, Construção, Mercado
truckhelp;TruckHelp;Curitiba, Parana, Brazil;Automotive, Customer Service, Logistics, Professional Services;TruckHelp;-25.395345;-49.3250976;Rua João Benato Valle, 505 - Santa Felicidade, Curitiba - PR, 82030-270, Brasil;Automotivo, Atendimento ao Cliente, Logística, Serviços Profissionais
truckpad;TruckPad;São Paulo, Sao Paulo, Brazil;Car Sharing, Freelance, Sharing Economy, Transportation;TruckPad Tecnologia e Logística;-23.5549694;-46.6645421;R. Minas Gerais, 332 - 7o. Andar - Higienópolis, São Paulo - SP, 01244-010, Brasil;Compartilhamento de carro, Freelancer, Economia de compartilhamento, Transporte
trustin-660a;Trustin;São Carlos, Rondonia, Brazil;Consulting, Management Consulting, Project Management;;;;;Consultoria, Consultoria de Gerenciamento, Gerenciamento de Projetos
trustsign;TrustSign;São José Dos Campos, Sao Paulo, Brazil;Cloud Security, Information Technology, Risk Management, Security, Software;Trustsign Certificadora Digital;-23.2200062;-45.9105627;Av. Cassiano Ricardo, 601 - Parque Res. Aquarius, São José dos Campos - SP, 12246-870, Brasil;Segurança na nuvem, Tecnologia da informação, Gerenciamento de riscos, Segurança, Software
trustvox;Trustvox;São Paulo, Sao Paulo, Brazil;E-Commerce, Retail, Shopping;RA Trustvox;-23.607965;-46.6934677;R. Flórida, 1595 - Cidade Monções, São Paulo - SP, 04565-001, Brasil;Comércio Eletrônico, Varejo, Compras
tryideas;Tryideas;Marechal Cândido Rondon, Parana, Brazil;E-Commerce Platforms, Information Technology, Internet, Management Information Systems, Software;tryideas;-24.560909;-54.060441;R. Sete de Setembro, 770 - Centro, Mal. Cândido Rondon - PR, 85960-000, Brasil;Plataformas de comércio eletrônico, Tecnologia da informação, Internet, Sistemas de informação de gerenciamento, Software
trypic;TryPic;Florianópolis, Santa Catarina, Brazil;Communities, Marketing, Photography;;;;;Comunidades, Marketing, Fotografia
tudo-gostoso-internet;Tudo Gostoso Internet;Curitiba, Parana, Brazil;Food and Beverage, Information Technology, Internet, Mobile Apps, Software;;;;;Alimentos e bebidas, Tecnologia da informação, Internet, Aplicativos móveis, Software
tullli-educação;Tullli Educação;Rio De Janeiro, Rio de Janeiro, Brazil;B2B, Consulting, Education, Enterprise Resource Planning (ERP), SaaS;;;;;B2B, Consultoria, Educação, Enterprise Resource Planning (ERP), SaaS
tulz;Tulz;Santa Cruz Do Sul, Rio Grande do Sul, Brazil;Analytics, Consumer Research;Tulz;-29.714673;-52.43318799999999;R. Borges de Medeiros, 1000 - Sala 5 - Centro, Santa Cruz do Sul - RS, 96810-178, Brasil;Análise, Pesquisa do Consumidor
tunad;TunAd;São Paulo, Sao Paulo, Brazil;Big Data, Information Services, Information Technology, Media and Entertainment, TV;TunAd - Moment Marketing Platform;-23.6273403;-46.7005671;R. Enxovia, 472 - 25º Andar - Chácara Santo Antônio (Zona Sul), São Paulo - SP, 04711-030, Brasil;Big Data, Serviços de informação, Tecnologia da informação, Mídia e entretenimento, TV
tuneduc;Tuneduc;Brasil, Sao Paulo, Brazil;EdTech, Information Services, Software;Tuneduc | Dados para Educação;-23.596643;-46.686908;Cubo Itaú - Alameda Vicente Pinzon, 54 - 7º andar - Vila Olímpia, São Paulo - SP, 04547-130, Brasil;EdTech, Serviços de informação, Software
turbi-car-on-demand;Turbi Car On Demand;São Paulo, Sao Paulo, Brazil;Car Sharing, Mobile;Folego Turbo;-23.5535432;-46.5778555;R. Mal. Barbacena, 93 - Vila Reg. Feijó, São Paulo - SP, 03333-000, Brasil;Compartilhamento de carro, Celular
turijobs;Turijobs;Barcelona, Rio Grande do Norte, Brazil;Employment, Hospitality, Human Resources, Internet, Recruiting, Travel;SINDETUR-PR;-25.428697;-49.273277;Tv. Nestor de Castro, 247 - São Lourenço, Curitiba - PR, 80050-280, Brasil;Emprego, Hotelaria, Recursos humanos, Internet, Recrutamento, Viagem
tutu-digital;TuTu Digital;São Paulo, Sao Paulo, Brazil;Financial Services, FinTech, Impact Investing, Lending, Marketplace, Peer to Peer;TuTu Digital;-23.5623284;-46.6542597;Av. Paulista, 1374 - Bela Vista, São Paulo - SP, 01310-100, Brasil;Serviços financeiros, FinTech, investimento de impacto, empréstimos, mercado, ponto a ponto
tv-doutor;TV Doutor;Campinas, Goias, Brazil;B2B, B2C, Personal Health, SaaS, Wellness;TV Doutor;-22.9613221;-47.0647215;Av. Francisco Alfredo Júnior, nº 569 - Swiss Park, Campinas - SP, 13049-255, Brasil;B2B, B2C, Saúde, SaaS, Bem-estar
tv-map;TV Map;São Paulo, Sao Paulo, Brazil;Analytics, Information Services, Social Media;;;;;Análise, Serviços de informação, Mídias sociais
tv-no-bar;TV no bar;Rio De Janeiro, Rio de Janeiro, Brazil;Hospitality, Media and Entertainment, Restaurants, TV, Video;TV BAR e Boate;-22.98618;-43.1897875;Av. Nossa Sra. de Copacabana, 1417 - Copacabana, Rio de Janeiro - RJ, 22070-011, Brasil;Hotelaria, Mídia e entretenimento, Restaurantes, TV, Vídeo
twist-systems;TWIST Systems;Rio De Janeiro, Rio de Janeiro, Brazil;Cloud Computing, Data Integration, Information Technology;Twist;-22.8649206;-43.2188968;Rua Aloísio Teixeira, 278 - Prédio CETIC, sala 301, 3º andar - Cidade Universitária da Universidade Federal do Rio de Janeiro, Rio de Janeiro - RJ, 21941-850, Brasil;Computação em nuvem, Integração de dados, Tecnologia da informação
typo-graphic-posters;Typo/Graphic Posters;São Paulo, Sao Paulo, Brazil;Non Profit;;;;;sem Fins Lucrativos
tysdo;Tysdo;Belo Horizonte, Minas Gerais, Brazil;Apps, E-Commerce, Mobile, Social Media, Software;;;;;Aplicativos, Comércio eletrônico, Celular, Mídia social, Software
u-sit;u.sit;São Paulo, Sao Paulo, Brazil;CRM, Mobile, Restaurants, SaaS, SMS, Software;;;;;CRM, Celular, Restaurantes, SaaS, SMS, Software
uai-paguei;Uai Paguei;Uberlândia, Minas Gerais, Brazil;Advertising, Content, Creative Agency, Media and Entertainment, Small and Medium Businesses;Uai Paguei Meios de Pagamentos S/A;-18.908613;-48.261335;UBT - UBERLANDIA BUSINESS TOWER - Av. Rondon Pacheco, 4600 - SALA 93 - Tibery, Uberlândia - MG, 38405-142, Brasil;Publicidade, Conteúdo, Agência de criação, Mídia e entretenimento, Pequenas e médias empresas
uall;Uall;Caxias Do Sul, Rio Grande do Sul, Brazil;B2C, Education, Higher Education, Marketplace, Search Engine;Caxias do Sul;-29.1634031;-51.1796683;Caxias do Sul - Galópolis, Caxias do Sul - RS, Brasil;B2C, Educação, Ensino superior, Mercado, Mecanismo de pesquisa
uau-fi;Uau-Fi;Araçatuba, Sao Paulo, Brazil;Apps, Information Technology, Internet, Mobile, Software;Uau-Fi;-21.203354;-50.4434268;R. Pereira Passos, 308 - São Joaquim, Araçatuba - SP, 16050-320, Brasil;Aplicativos, Tecnologia da informação, Internet, Celular, Software
uau-studios;Uau Studios;Campina Grande, Paraiba, Brazil;Education, Gaming, Mobile;;;;;Educação, Jogos, Celular
ubbi-sports;Ubbi Sports;Cascavel, Sao Paulo, Brazil;Internet, Marketing, News, Social Network, Sports;;;;;Internet, Marketing, Notícias, Rede Social, Esportes
ubee;In Loco;Pernambuco, Pernambuco, Brazil;Advertising, Advertising Platforms, Analytics, Big Data, Information Technology, Location Based Services, Mobile, Mobile Advertising;In Loco;-8.0631229;-34.8717757;Av. Rio Branco, 23 - Recife, PE, 50030-310, Brasil;Publicidade, Plataformas de publicidade, Análise, Big Data, Tecnologia da informação, Serviços baseados em localização, Celular, Publicidade móvel
ubicity-inteligência-de-dados;UbiCity Inteligência de Dados;Brasília, Rio Grande do Norte, Brazil;Analytics, Big Data, Information Technology, Machine Learning, Software;Consultores Associados RN Ltda;-15.7886129;-47.8843967;Setor Comercial Norte Q 2 - Brasília, DF, 70297-400, Brasil;Análise, Big Data, Tecnologia da informação, Machine Learning, Software
ubistart;UBISTART;Caxias Do Sul, Rio Grande do Sul, Brazil;Consulting, Information Technology, Mobile Apps, Online Portals, Personal Branding;UBISTART Soluções Digitais;-23.6012749;-46.6980412;Edifício Park Tower - Av. Magalhães de Castro, n° 4800 - 14° andar - Jardim Panorama do Oeste, São Paulo - SP, 05502-001, Brasil;Consultoria, Tecnologia da informação, Aplicativos móveis, Portais on-line, Marcas pessoais
ubivis;UBIVIS;Curitiba, Parana, Brazil;Information Technology, Internet of Things, Machine Learning, Software;Ubivis IoT Otimização Industrial;-25.4406654;-49.3469639;R. Prof. Pedro Viriato Parigot de Souza, 3901 - Sala 168-169 - Cidade Industrial De Curitiba, Curitiba - PR, 81280-330, Brasil;Tecnologia da informação, Internet das coisas, Machine Learning, Software
uboi;UBoi;São Paulo, Sao Paulo, Brazil;Agriculture, AgTech, Farming, Livestock, Marketplace;São Paulo;-23.5505199;-46.63330939999999;São Paulo, SP, Brasil;Agricultura, AgTech, Agricultura, Pecuária, Mercado
ubook;Ubook;Rio De Janeiro, Rio de Janeiro, Brazil;Apps, Information Services, Media and Entertainment, Music Streaming;Ubook;-23.0029523;-43.3156808;Av. das Américas, 500 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-904, Brasil;Aplicativos, Serviços de informação, Mídia e entretenimento, Streaming de música
ubots;Ubots;Porto Alegre, Rio Grande do Sul, Brazil;Artificial Intelligence, Information Technology, Messaging;Ubots - Chatbots baseados em inteligência artificial;-30.0495217;-51.2276213;Av. Praia de Belas, 1212/1011 - Praia de Belas, Porto Alegre - RS, 90110-000, Brasil;Inteligência Artificial, Tecnologia da Informação, Mensagens
ucondo;uCondo;Curitiba, Parana, Brazil;Android, iOS, Mobile, SaaS, Software;uCondo;-25.4289466;-49.2643723;R. Mal. Deodoro, 869 - Centro, Curitiba - PR, 80060-010, Brasil;Android, iOS, Celular, SaaS, Software
uconecte;uConecte;Belo Horizonte, Minas Gerais, Brazil;Consumer Lending, Credit, Financial Services, FinTech;uConecte - Empréstimo Consignado e Pessoal;-19.9290564;-43.931904;R. Paraíba, 330 - 18º Andar - Funcionários, Belo Horizonte - MG, 30130-140, Brasil;Crédito ao consumidor, Crédito, Serviços financeiros, FinTech
ueek-agência-digital;Ueek Agência Digital;Lages, Santa Catarina, Brazil;Advertising, Internet, Marketing, SEO, Web Design, Web Development;Ueek Agência Digital;-27.8117191;-50.3063246;R. Carlos Gomes, 31 - Coral, Lages - SC, 88509-560, Brasil;Publicidade, Internet, Marketing, SEO, Web Design, Desenvolvimento Web
uello;Uello;São Paulo, Sao Paulo, Brazil;Delivery, E-Commerce, Last Mile Transportation, Logistics, Supply Chain Management;;;;;Entrega, Comércio eletrônico, Transporte de última milha, Logística, Gerenciamento da cadeia de suprimentos
uex-user-education-experience;UEX - User Education Experience;Porto Alegre, Rio Grande do Sul, Brazil;Collaboration, Education, Internet;;;;;Colaboração, Educação, Internet
ufrilla-freelancers-on-demand;ufrilla. | freelancers on demand.;Belo Horizonte, Minas Gerais, Brazil;Communities, Education, Human Resources;ufrilla. | Freelancers on demand.;-19.9680044;-43.9541242;Av. Raja Gabáglia, 4343 - Sala 300 - Santa Lúcia, Belo Horizonte - MG, 30350-577, Brasil;Comunidades, Educação, Recursos Humanos
uglobally;uGlobally;Curitiba, Parana, Brazil;Business Development, Communities, Software;uGlobally;52.0466388;4.5148486;Bleiswijkseweg 37c, 2712 PB Zoetermeer, Países Baixos;Desenvolvimento comercial, Comunidades, Software
ugly;Ugly;Patos De Minas, Minas Gerais, Brazil;Agriculture, Information Technology, Marketplace;;;;;Agricultura, Tecnologia da informação, Mercado
uhmane;Vaipe;São Paulo, Sao Paulo, Brazil;Human Resources, Information Technology, Internet, Recruiting, Software;Vaipe;-23.5686156;-46.698588;Torre Office - R. Pais Leme, 215 - sala 1215 - Pinheiros, São Paulo - SP, 05424-150, Brasil;Recursos humanos, Tecnologia da informação, Internet, Recrutamento, Software
uhuu;Uhuu;Porto Alegre, Rio Grande do Sul, Brazil;Event Management, Events, Media and Entertainment, Ticketing;Uhuu.com;-30.0590199;-51.1731555;Av. Ipiranga, 6681 - 95A - Partenon, Porto Alegre - RS, 90160-092, Brasil;Gerenciamento de eventos, Eventos, Mídia e entretenimento, Ingressos
uikits;UIkits;Criciúma, Parana, Brazil;B2C, Consumer, Human Computer Interaction, Information Technology, Software;;;;;B2C, Consumidor, Interação Humano-Computador, Tecnologia da Informação, Software
ukor;UKOR;São Paulo, Sao Paulo, Brazil;B2B, B2C, Personal Health, SaaS, Wellness;Ukor;-23.587663;-46.6737222;R. Benedito Lapin, 123 - Itaim Bibi, São Paulo - SP, 05424-000, Brasil;B2B, B2C, Saúde, SaaS, Bem-estar
ulevel;Ulevel;Belo Horizonte, Minas Gerais, Brazil;B2B, Information Technology, Internet, Mobile, SaaS;Mineirão;-19.865867;-43.97113150000001;Av. Antônio Abrahão Caram, 1001 - São José, Belo Horizonte - MG, 31275-000, Brasil;B2B, Tecnologia da informação, Internet, Celular, SaaS
ulleragro;UllerAgro;Três Pontas, Minas Gerais, Brazil;Agriculture, AgTech, Apps, Farming, SaaS;;;;;Agricultura, AgTech, Aplicativos, Agricultura, SaaS
um-telecom;Um Telecom;Recife, Bahia, Brazil;Internet, Telecommunications;Um Telecom;-8.1163384;-34.9026729;R. Padre Carapuceiro, 858 - sala 1602 - Boa Viagem, Recife - PE, 51020-280, Brasil;Internet, Telecomunicações
umani;Umani;Belo Horizonte, Minas Gerais, Brazil;Business Development, Business Information Systems, Consulting, Insurance;UMAMI;-19.887028;-43.9054217;R. Cornélio Procópio, 20 - Santa Ines, Belo Horizonte - MG, 31070-060, Brasil;Desenvolvimento comercial, Sistemas de informação comercial, Consultoria, Seguros
umanni;Umanni;São Paulo, Sao Paulo, Brazil;Business Information Systems, Human Resources, Software;Umanni;-23.561914;-46.687906;Cond Edifício Arco Verde - Rua Cardeal Arcoverde, 1745 - Pinheiros, São Paulo - SP, 05407-002, Brasil;Sistemas de informação comercial, Recursos humanos, Software
umbler;Umbler;Gravataí, Rio Grande do Sul, Brazil;Information Technology;Umbler - Cloud Hosting on Demand;-29.9354522;-51.0129061;Av. Dorival Cândido Luz de Oliveira, 1890 - 3º andar - Jansen, Gravataí - RS, 94030-000, Brasil;Tecnologia da informação
umov-me;uMov.me;Brasil, Sao Paulo, Brazil;Computer, Mobile Apps, Software;uMov.me;-30.0440695;-51.17171279999999;R. Prof. Cristiano Fischer, 464 - 2° andar - Petrópolis, Porto Alegre - RS, 91410-000, Brasil;Computador, Aplicativos móveis, Software
unbroken;Unbroken;Porto Alegre, Rio Grande do Sul, Brazil;Consulting, Cyber Security, Security;Centro Cultural Usina do Gasômetro;-30.0341319;-51.241082;Av. Pres. João Goulart, 551 - Centro Histórico, Porto Alegre - RS, 90010-120, Brasil;Consultoria, Segurança cibernética, Segurança
unibov;UniBov;Blumenau, Santa Catarina, Brazil;Agriculture, AgTech, Farming, SaaS, Software;;;;;Agricultura, AgTech, Agricultura, SaaS, Software
unicaronas;UniCaronas;Brasil, Sao Paulo, Brazil;Automotive, Car Sharing, CleanTech;;;;;Automotivo, Compartilhamento de carros, CleanTech
unicase;Unicase;São Paulo, Sao Paulo, Brazil;E-Commerce, Manufacturing, Peer to Peer, Product Design, Retail;;;;;Comércio eletrônico, Manufatura, Ponto a ponto, Design de produtos, Varejo
único-s-a;Único S/A;Pinheiros, Sao Paulo, Brazil;Consulting, Information Technology, Marketing;;;;;Consultoria, Tecnologia da informação, Marketing
unicorns-factory;Unicorns Factory;Mauá, Sao Paulo, Brazil;Computer, Information Technology, Software;Unicorn Factory;25.8011021;-80.203332;2600 NW 5 Ave, Miami, FL 33127, Estados Unidos;Computador, Tecnologia da informação, Software
unid-cinemídia;Unid Cinemídia;Maringá, Parana, Brazil;Advertising, Art, B2B, Digital Media, Film;UNID;-23.417611;-51.939296;Av. Duque de Caxias, 882 - Zona 7, Maringá - PR, 87105-020, Brasil;Publicidade, Arte, B2B, Mídia Digital, Filmes
unigeo;Unigeo;Goiânia, Goias, Brazil;Farming;Unigeo - Agricultura de Precisão (Goiânia);-16.6940632;-49.2629129;R. 144, 186 - St. Marista, Goiânia - GO, 74160-010, Brasil;Agricultura
unight-2;Unight;Chile, Minas Gerais, Brazil;Mobile, Nightlife, Social Media;Chile;-16.4;-40.75;Chile, Jequitinhonha - MG, 39960-000, Brasil;Celular, Vida Noturna, Mídias Sociais
union-intelligency-technology;Union Intelligency Technology;São Paulo, Sao Paulo, Brazil;Enterprise, Information Technology, Infrastructure;;;;;Empresa, Tecnologia da informação, Infraestrutura
unipay;UniPay;Brasil, Sao Paulo, Brazil;Internet, Mobile, Payments;;;;;Internet, Celular, Pagamentos
unirádio;UniRádio;Belo Horizonte, Minas Gerais, Brazil;Advertising, Advertising Platforms, Broadcasting, Information Technology;UniRádio;-19.929056;-43.931904;R. Paraíba, 330 - Funcionários, Belo Horizonte - MG, 30130-917, Brasil;Publicidade, Plataformas de publicidade, Transmissão, Tecnologia da informação
unisec-tecnologia;UNISEC Tecnologia;Florianópolis, Santa Catarina, Brazil;B2B, B2C, Cyber Security, Network Security, SaaS;;;;;B2B, B2C, Segurança cibernética, Segurança de rede, SaaS
unitec-semicondutores;Unitec Semicondutores;Ribeirão, Goias, Brazil;Electronics, Manufacturing;Unitec Semicondutores;-19.7688522;-44.1177838;Rodovia BR-040, Km 508,5 s/n - Veneza, Ribeirão das Neves - MG, 33820-152, Brasil;Eletrônicos, Manufatura
universaúde;UniverSaúde;Santo André, Sao Paulo, Brazil;Education, Health Care, Medical, SaaS, Software;UniverSaúde;-23.6809843;-46.52605699999999;R. Barão do Rio Branco, 450/18 - Vila Eldizia, Santo André - SP, 09181-610, Brasil;Educação, Cuidados de Saúde, Medicina, SaaS, Software
universidados;Universidados;Rio De Janeiro, Rio de Janeiro, Brazil;B2B, Data Center, Education, Higher Education, Sales;UniverCidade;-22.9058929;-43.1791243;R. Sete de Setembro, 66, Centro - Centro, Rio de Janeiro - RJ, 20050-009, Brasil;B2B, Data Center, Educação, Ensino Superior, Vendas
universo-de-possibilidades;Universo de Possibilidades;Salvador, Sao Paulo, Brazil;B2C, Consulting, Education, SaaS, Training;;;;;B2C, Consultoria, Educação, SaaS, Treinamento
universo-mobile;Fábrica de Aplicativos;São Paulo, Sao Paulo, Brazil;Android, Apps, Education, iOS, Mobile, Software;Fabapp - Fábrica de Aplicativos;-23.570328;-46.646204;Av. Paulista, 171 - Paraíso, São Paulo - SP, 01311-904, Brasil;Android, Aplicativos, Educação, iOS, Celular, Software
unlocking-the-power-of-women-for-innovation-and-transformation;Unlocking the Power of Women for Innovation and Transformation;São Paulo, Sao Paulo, Brazil;Consulting, Information Technology;;;;;Consultoria, Tecnologia da informação
unus-market;Unus Market;Rio De Janeiro, Rio de Janeiro, Brazil;Enterprise, Retail, Shopping;Unus Market Soluções Digitais Ltda;-22.9073624;-43.174933;R. Alm. Barroso, nº 81 - sala 3301 - Centro, Rio de Janeiro - RJ, 20031-004, Brasil;Empresa, Varejo, Compras
uol-host;UOL HOST;Pinheiros, Sao Paulo, Brazil;Web Hosting;UOL HOST;-23.5699868;-46.6919395;Av. Brg. Faria Lima, 1384 - Pinheiros, São Paulo - SP, 01452-002, Brasil;Hospedagem na Web
uoldiveo;UOL DIVEO;São Paulo, Sao Paulo, Brazil;Cloud Infrastructure, Information Services, Information Technology, Infrastructure, Outsourcing, Telecommunications;Compasso;-23.537325;-46.64550999999999;Alameda Barão de Limeira, 425 - Campos Elíseos, São Paulo - SP, 01202-001, Brasil;Infraestrutura de nuvem, Serviços de informação, Tecnologia da informação, Infraestrutura, Terceirização, Telecomunicações
up-estate;Up Estate;Belo Horizonte, Minas Gerais, Brazil;Real Estate;Up Estate Imóveis;-19.9274729;-43.9622608;Rua Esmeralda, 492 - Prado, Belo Horizonte - MG, 30411-191, Brasil;Imobiliária
up2place-digital;UP2Place Digital;São Paulo, Sao Paulo, Brazil;Consulting, Digital Marketing, Information Technology;UP2Place Digital - Transformação Digital para marketing e vendas;-23.630882;-46.7137227;Endereço: R. Verbo Divino 2001, torre, A, 2o andar - Vila Cruzeiro, São Paulo - SP, 04719-002, Brasil;Consultoria, Marketing Digital, Tecnologia da Informação
upando;Upando;São Paulo, Sao Paulo, Brazil;Crowdsourcing, Gaming, Internet, Marketplace, Software;;;;;Crowdsourcing, Jogos, Internet, Mercado, Software
upbeat-games;Upbeat Games;São Paulo, Sao Paulo, Brazil;Gaming, Mobile;;;;;Jogos, Celular
upfish;Upfish;São Paulo, Sao Paulo, Brazil;AgTech;;;;;AgTech
upflux;UpFlux;Joinville, Santa Catarina, Brazil;Analytics, Artificial Intelligence, Information Services, Information Technology, SaaS, Software;UpFlux;-26.4628814;-49.1219428;Novale Hub - R. Cesare Valentini, 200 - Três Rios do Sul, Jaraguá do Sul - SC, 89254-193, Brasil;Análise, Inteligência Artificial, Serviços de Informação, Tecnologia da Informação, SaaS, Software
upgradio;Upgradio;Rio De Janeiro, Rio de Janeiro, Brazil;Professional Networking, Recruiting;Upgrade Bares e Produções;-23.004478;-43.316618;Shopping Downtown - Av. das Américas, 500 - Sala 205 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-100, Brasil;Redes profissionais, Recrutamento
uplexis-tecnologia;UpLexis Tecnologia;São Paulo, Sao Paulo, Brazil;Big Data, Human Resources, Information and Communications Technology (ICT), Information Technology, Software;upLexis Tecnologia;-23.5191946;-46.67640400000001;Av. Marquês de São Vicente, 1619 - 16° Andar - Várzea da Barra Funda, São Paulo - SP, 01139-003, Brasil;Big Data, Recursos humanos, Tecnologia da informação e comunicação (TIC), Tecnologia da informação, Software
uplink-conteudo-digital;Uplink Conteudo Digital;Manaus, Amazonas, Brazil;Content, Digital Media, Publishing;Uplink Conteúdo Digital;-3.137135;-59.98589999999999;Av Governador Danilo de Matos Areosa, 381 - Fucapi Incubadora de Tecnologia Sala 10 - Distrito Industrial I, Manaus - AM, 69075-351, Brasil;Conteúdo, Mídia digital, Publicação
upnid;Upnid;Barra Do Piraí, Rio de Janeiro, Brazil;Information Services, Information Technology, Publishing, Sales;Upnid Pagamentos Ltda;-22.9604735;-43.2023796;Rua Humaitá, 275 - 7º andar - Humaitá, Rio de Janeiro - RJ, 22261-005, Brasil;Serviços de informação, Tecnologia da informação, Publicação, Vendas
uppna;UPPNA;São Paulo, Sao Paulo, Brazil;Internet, Mobile;;;;;Internet, Celular
uppoints;UpPoints;Florianópolis, Santa Catarina, Brazil;Advertising, Analytics, Artificial Intelligence, B2B, Big Data, Brand Marketing, Cloud Computing, Predictive Analytics, Software;;;;;Publicidade, Análise, Inteligência artificial, B2B, Big Data, Marketing de marca, Computação em nuvem, Análise preditiva, Software
upraise;Upraise;São Paulo, Sao Paulo, Brazil;Enterprise Software, Information Technology, Internet, Social Entrepreneurship, Software;;;;;Software empresarial, Tecnologia da informação, Internet, Empreendedorismo social, Software
upwell-web-performance;Upwell Web Performance;Curitiba, Parana, Brazil;Analytics, Apps, Information Services;;;;;Analytics, Aplicativos, Serviços de informação
urba-me;Urba me;Rio De Janeiro, Rio de Janeiro, Brazil;Apps, Location Based Services, Mobile Apps, Social Media, Software;Rio de Janeiro;-22.9068467;-43.1728965;Rio de Janeiro, RJ, Brasil;Aplicativos, Serviços baseados em localização, Aplicativos móveis, Mídias sociais, Software
urbe-me;URBE.ME;Porto Alegre, Rio Grande do Sul, Brazil;Construction, Crowdfunding, Real Estate;URBE.ME;-30.0336775;-51.2142833;Av. Osvaldo Aranha, 790 - Bom Fim, Porto Alegre - RS, 90035-191, Brasil;Construção, Crowdfunding, Imóveis
urbit;Urbit;São Paulo, Sao Paulo, Brazil;B2B, CivicTech, Construction, E-Commerce, Information Technology;;;;;B2B, CivicTech, Construção, Comércio eletrônico, Tecnologia da informação
urbotip;Urbotip;Pelotas, Rio Grande do Sul, Brazil;Communities, Information Technology, Social Network;;;;;Comunidades, Tecnologia da informação, Rede social
uruca-game-studio;Uruca Game Studio;Brasília, Rio Grande do Norte, Brazil;Gamification, Gaming, Information Technology, Online Games, Software;;;;;Gamificação, Jogos, Tecnologia da informação, Jogos on-line, Software
use-coworking-cuiabá;USE Coworking Cuiabá;Cuiabá, Mato Grosso, Brazil;Commercial Real Estate, Facilities Support Services, Internet;USE Coworking Escritório Compartilhado - Matriz;-15.5893422;-56.1087436;Av. Jose Monteiro de Figueiredo, 212 - Duque de Caxias, Cuiabá - MT, 78043-300, Brasil;Imóveis comerciais, Serviços de apoio a instalações, Internet
useastro;Useastro;São Paulo, Sao Paulo, Brazil;B2B, B2C, Education, Music, SaaS;;;;;B2B, B2C, Educação, Música, SaaS
usebike;UseBike;São Paulo, Sao Paulo, Brazil;Cycling, Rental, Transportation;UseBike;-23.5759437;-46.6896838;Alameda Gabriel Monteiro da Silva, 2407 - Jardim America, São Paulo - SP, 01441-002, Brasil;Ciclismo, Aluguel, Transporte
uselets;QBazar;São Pedro, Espirito Santo, Brazil;E-Commerce, Fashion;Q!Bazar - Cidade Jardim;-23.582923;-46.685772;Av. Cidade Jardim, 691 - Jardim Paulistano, São Paulo - SP, 01453-000, Brasil;Comércio Eletrônico, Moda
usemobile;Usemobile;Ouro Prêto, Minas Gerais, Brazil;B2B, B2C, Information Technology, Marketplace, Mobile;Usemobile - Desenvolvimento mobile - Outsourcing;-20.4017405;-43.5071427;Av. Juscelino Kubitscheck, 909 - Bauxita, Ouro Preto - MG, 35400-000, Brasil;B2B, B2C, Tecnologia da informação, Marketplace, Mobile
